,,HR-EMP-00014,3/6/2020 19:12,,OUT,,,,
,,HR-EMP-00001,3/6/2020 19:12,,OUT,,,,
,,HR-EMP-00004,3/6/2020 19:46,,OUT,,,,
,,HR-EMP-00012,3/6/2020 19:46,,OUT,,,,
,,HR-EMP-00009,3/9/2020 9:58,,IN,,,,
,,HR-EMP-00004,3/9/2020 10:50,,IN,,,,
,,HR-EMP-00001,3/9/2020 10:54,,IN,,,,
,,HR-EMP-00012,3/9/2020 11:00,,IN,,,,
,,HR-EMP-00014,3/9/2020 11:07,,IN,,,,
,,HR-EMP-00007,3/9/2020 11:21,,IN,,,,
,,HR-EMP-00009,3/9/2020 18:30,,OUT,,,,
,,HR-EMP-00007,3/9/2020 19:06,,OUT,,,,
,,HR-EMP-00001,3/9/2020 19:06,,OUT,,,,
,,HR-EMP-00014,3/9/2020 19:06,,OUT,,,,
,,HR-EMP-00012,3/9/2020 19:07,,OUT,,,,
,,HR-EMP-00004,3/9/2020 19:50,,OUT,,,,
,,HR-EMP-00009,3/10/2020 10:00,,IN,,,,
,,HR-EMP-00014,3/10/2020 10:12,,IN,,,,
,,HR-EMP-00012,3/10/2020 10:37,,IN,,,,
,,HR-EMP-00007,3/10/2020 10:42,,IN,,,,
,,HR-EMP-00004,3/10/2020 10:51,,IN,,,,
,,HR-EMP-00001,3/10/2020 11:10,,IN,,,,
,,HR-EMP-00004,3/10/2020 17:12,,OUT,,,,
,,HR-EMP-00009,3/10/2020 18:37,,OUT,,,,
,,HR-EMP-00014,3/10/2020 18:59,,OUT,,,,
,,HR-EMP-00001,3/10/2020 19:00,,OUT,,,,
,,HR-EMP-00012,3/10/2020 19:00,,OUT,,,,
,,HR-EMP-00007,3/10/2020 19:06,,OUT,,,,
,,HR-EMP-00009,3/11/2020 10:06,,IN,,,,
,,HR-EMP-00007,3/11/2020 10:19,,IN,,,,
,,HR-EMP-00014,3/11/2020 10:24,,IN,,,,
,,HR-EMP-00012,3/11/2020 10:35,,IN,,,,
,,HR-EMP-00009,3/11/2020 18:33,,OUT,,,,
,,HR-EMP-00014,3/11/2020 18:47,,OUT,,,,
,,HR-EMP-00007,3/11/2020 19:00,,OUT,,,,
,,HR-EMP-00012,3/11/2020 19:53,,OUT,,,,
,,HR-EMP-00012,3/12/2020 10:38,,IN,,,,
,,HR-EMP-00004,3/12/2020 10:48,,IN,,,,
,,HR-EMP-00007,3/12/2020 10:48,,IN,,,,
,,HR-EMP-00001,3/12/2020 11:16,,IN,,,,
,,HR-EMP-00009,3/12/2020 11:40,,IN,,,,
,,HR-EMP-00009,3/12/2020 18:31,,OUT,,,,
,,HR-EMP-00007,3/12/2020 19:02,,OUT,,,,
,,HR-EMP-00012,3/12/2020 19:06,,OUT,,,,
,,HR-EMP-00001,3/12/2020 19:27,,OUT,,,,
,,HR-EMP-00004,3/12/2020 19:48,,OUT,,,,
,,HR-EMP-00009,3/13/2020 9:58,,IN,,,,
,,HR-EMP-00014,3/13/2020 10:31,,IN,,,,
,,HR-EMP-00001,3/13/2020 10:45,,IN,,,,
,,HR-EMP-00007,3/13/2020 10:52,,IN,,,,
,,HR-EMP-00012,3/13/2020 10:59,,IN,,,,
,,HR-EMP-00009,3/13/2020 18:37,,OUT,,,,
,,HR-EMP-00007,3/13/2020 19:02,,OUT,,,,
,,HR-EMP-00014,3/13/2020 19:03,,OUT,,,,
,,HR-EMP-00012,3/13/2020 19:03,,OUT,,,,
,,HR-EMP-00001,3/13/2020 19:03,,OUT,,,,
,,HR-EMP-00009,3/14/2020 10:17,,IN,,,,
,,HR-EMP-00012,3/14/2020 10:20,,IN,,,,
,,HR-EMP-00007,3/14/2020 10:29,,IN,,,,
,,HR-EMP-00014,3/14/2020 10:48,,IN,,,,
,,HR-EMP-00001,3/14/2020 11:10,,IN,,,,
,,HR-EMP-00009,3/14/2020 16:15,,OUT,,,,
,,HR-EMP-00007,3/14/2020 19:03,,OUT,,,,
,,HR-EMP-00012,3/14/2020 19:10,,OUT,,,,
,,HR-EMP-00001,3/14/2020 19:10,,OUT,,,,
,,HR-EMP-00014,3/14/2020 19:10,,OUT,,,,
,,HR-EMP-00009,3/16/2020 10:02,,IN,,,,
,,HR-EMP-00007,3/16/2020 10:28,,IN,,,,
,,HR-EMP-00012,3/16/2020 10:30,,IN,,,,
,,HR-EMP-00014,3/16/2020 10:42,,IN,,,,
,,HR-EMP-00001,3/16/2020 10:45,,IN,,,,
